date,racetrack,event_name,grade,event_type
2023/11/4,浜松,ＳＧ日本選手権オートレース,普通,デイ
2023/11/5,浜松,ＳＧ日本選手権オートレース,普通,デイ
2023/11/5,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１１／５～,普通,ミッドナイト
2023/11/6,川口,令和５年度川口市営　普通開催　１１／６～,普通,デイ
2023/11/6,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１１／５～,普通,ミッドナイト
2023/11/7,川口,令和５年度川口市営　普通開催　１１／６～,普通,デイ
2023/11/7,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１１／５～,普通,ミッドナイト
2023/11/8,川口,令和５年度川口市営　普通開催　１１／６～,普通,デイ
2023/11/8,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１１／５～,普通,ミッドナイト
2023/11/9,浜松,令和５年度浜松市営　普通開催　１１／９～,普通,デイ
2023/11/9,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１１／５～,普通,ミッドナイト
2023/11/10,伊勢崎,令和５年度伊勢崎市営　普通開催　１１／１０～,普通,ナイター
2023/11/10,浜松,令和５年度浜松市営　普通開催　１１／９～,普通,デイ
2023/11/11,伊勢崎,令和５年度伊勢崎市営　普通開催　１１／１０～,普通,ナイター
2023/11/11,浜松,令和５年度浜松市営　普通開催　１１／９～,普通,デイ
2023/11/12,伊勢崎,令和５年度伊勢崎市営　普通開催　１１／１０～,普通,ナイター
2023/11/12,浜松,令和５年度浜松市営　普通開催　１１／９～,普通,デイ
2023/11/13,飯塚,令和５年度飯塚市営　普通開催　１１／１３～,普通,デイ
2023/11/14,川口,令和５年度川口市営　川口ナイトレース　１１／１４～,普通,ナイター
2023/11/14,飯塚,令和５年度飯塚市営　普通開催　１１／１３～,普通,デイ
2023/11/15,川口,令和５年度川口市営　川口ナイトレース　１１／１４～,普通,ナイター
2023/11/15,飯塚,令和５年度飯塚市営　普通開催　１１／１３～,普通,デイ
2023/11/16,川口,令和５年度川口市営　川口ナイトレース　１１／１４～,普通,ナイター
2023/11/16,飯塚,令和５年度飯塚市営　普通開催　１１／１３～,普通,デイ
2023/11/17,伊勢崎,令和５年度伊勢崎市営　普通開催　１１／１７～,普通,ナイター
2023/11/17,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１１／１７～,普通,ミッドナイト
2023/11/18,伊勢崎,令和５年度伊勢崎市営　普通開催　１１／１７～,普通,ナイター
2023/11/18,川口,令和５年度川口市営　普通開催　１１／１８～,普通,デイ
2023/11/18,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１１／１７～,普通,ミッドナイト
2023/11/19,伊勢崎,令和５年度伊勢崎市営　普通開催　１１／１７～,普通,ナイター
2023/11/19,川口,令和５年度川口市営　普通開催　１１／１８～,普通,デイ
2023/11/19,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１１／１７～,普通,ミッドナイト
2023/11/20,伊勢崎,令和５年度伊勢崎市営　伊勢崎アフター５　１１／２０～,普通,ナイター
2023/11/20,川口,令和５年度川口市営　普通開催　１１／１８～,普通,デイ
2023/11/21,伊勢崎,令和５年度伊勢崎市営　伊勢崎アフター５　１１／２０～,普通,ナイター
2023/11/21,川口,令和５年度川口市営　普通開催　１１／１８～,普通,デイ
2023/11/22,伊勢崎,令和５年度伊勢崎市営　伊勢崎アフター５　１１／２０～,普通,ナイター
2023/11/22,飯塚,ＧⅠ開設記念レース,GI,デイ
2023/11/23,川口,令和５年度川口市営　川口ナイトレース　１１／２３～,普通,ナイター
2023/11/23,飯塚,ＧⅠ開設記念レース,GI,デイ
2023/11/24,川口,令和５年度川口市営　川口ナイトレース　１１／２３～,普通,ナイター
2023/11/24,飯塚,ＧⅠ開設記念レース,GI,デイ
2023/11/25,川口,令和５年度川口市営　川口ナイトレース　１１／２３～,普通,ナイター
2023/11/25,飯塚,ＧⅠ開設記念レース,GI,デイ
2023/11/26,川口,令和５年度川口市営　川口ナイトレース　１１／２３～,普通,ナイター
2023/11/26,飯塚,ＧⅠ開設記念レース,GI,デイ
2023/11/27,伊勢崎,令和５年度伊勢崎市営　伊勢崎アフター５　１１／２７～,普通,ナイター
2023/11/28,伊勢崎,令和５年度伊勢崎市営　伊勢崎アフター５　１１／２７～,普通,ナイター
2023/11/28,浜松,令和５年度浜松市営　普通開催　１１／２８～,普通,デイ
2023/11/29,伊勢崎,令和５年度伊勢崎市営　伊勢崎アフター５　１１／２７～,普通,ナイター
2023/11/29,浜松,令和５年度浜松市営　普通開催　１１／２８～,普通,デイ
2023/11/30,伊勢崎,令和５年度伊勢崎市営　伊勢崎アフター５　１１／２７～,普通,ナイター
2023/11/30,浜松,令和５年度浜松市営　普通開催　１１／２８～,普通,デイ
2023/12/1,山陽,令和５年度山陽小野田市営　普通開催　１２／１～,普通,ナイター
2023/12/2,山陽,令和５年度山陽小野田市営　普通開催　１２／１～,普通,ナイター
2023/12/2,浜松,令和５年度浜松市営　普通開催　１２／２～,普通,デイ
2023/12/3,山陽,令和５年度山陽小野田市営　普通開催　１２／１～,普通,ナイター
2023/12/3,浜松,令和５年度浜松市営　普通開催　１２／２～,普通,デイ
2023/12/4,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１２／４～,普通,ミッドナイト
2023/12/4,浜松,令和５年度浜松市営　普通開催　１２／２～,普通,デイ
2023/12/5,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１２／４～,普通,ミッドナイト
2023/12/5,浜松,令和５年度浜松市営　普通開催　１２／２～,普通,デイ
2023/12/6,伊勢崎,ＧⅡレジェンドカップ,GII,デイ
2023/12/6,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１２／４～,普通,ミッドナイト
2023/12/7,伊勢崎,ＧⅡレジェンドカップ,GII,デイ
2023/12/7,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１２／７～,普通,ミッドナイト
2023/12/8,伊勢崎,ＧⅡレジェンドカップ,GII,デイ
2023/12/8,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１２／７～,普通,ミッドナイト
2023/12/9,伊勢崎,ＧⅡレジェンドカップ,GII,デイ
2023/12/9,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１２／７～,普通,ミッドナイト
2023/12/10,伊勢崎,ＧⅡレジェンドカップ,GII,デイ
2023/12/10,山陽,令和５年度浜松市営　山陽ミッドナイト　１２／１０～,普通,ミッドナイト
2023/12/11,山陽,令和５年度浜松市営　山陽ミッドナイト　１２／１０～,普通,ミッドナイト
2023/12/11,川口,令和５年度川口市営　普通開催　１２／１１～,普通,デイ
2023/12/12,山陽,令和５年度浜松市営　山陽ミッドナイト　１２／１０～,普通,ミッドナイト
2023/12/12,川口,令和５年度川口市営　普通開催　１２／１１～,普通,デイ
2023/12/13,山陽,令和５年度浜松市営　山陽ミッドナイト　１２／１０～,普通,ミッドナイト
2023/12/13,川口,令和５年度川口市営　普通開催　１２／１１～,普通,デイ
2023/12/14,川口,令和５年度川口市営　普通開催　１２／１１～,普通,デイ
2023/12/14,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１２／１４～,普通,ミッドナイト
2023/12/15,川口,令和５年度川口市営　普通開催　１２／１１～,普通,デイ
2023/12/15,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１２／１４～,普通,ミッドナイト
2023/12/16,山陽,ＧⅠスピード王決定戦,GI,デイ
2023/12/16,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１２／１４～,普通,ミッドナイト
2023/12/17,伊勢崎,令和５年度伊勢崎市営　伊勢崎アフター５　１２／１７～,普通,ナイター
2023/12/17,山陽,ＧⅠスピード王決定戦,GI,デイ
2023/12/18,伊勢崎,令和５年度伊勢崎市営　伊勢崎アフター５　１２／１７～,普通,ナイター
2023/12/18,山陽,ＧⅠスピード王決定戦,GI,デイ
2023/12/19,伊勢崎,令和５年度伊勢崎市営　伊勢崎アフター５　１２／１７～,普通,ナイター
2023/12/19,山陽,ＧⅠスピード王決定戦,GI,デイ
2023/12/20,伊勢崎,令和５年度伊勢崎市営　伊勢崎アフター５　１２／１７～,普通,ナイター
2023/12/20,山陽,ＧⅠスピード王決定戦,GI,デイ
2023/12/21,伊勢崎,令和５年度伊勢崎市営　伊勢崎アフター５　１２／１７～,普通,ナイター
2023/12/22,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１２／２２～,普通,ミッドナイト
2023/12/22,飯塚,令和５年度飯塚市営　普通開催　１２／２２～,普通,ナイター
2023/12/23,伊勢崎,令和５年度伊勢崎市営　普通開催　１２／２３～,普通,デイ
2023/12/23,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１２／２２～,普通,ミッドナイト
2023/12/23,飯塚,令和５年度飯塚市営　普通開催　１２／２２～,普通,ナイター
2023/12/24,伊勢崎,令和５年度伊勢崎市営　普通開催　１２／２３～,普通,デイ
2023/12/24,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１２／２２～,普通,ミッドナイト
2023/12/24,飯塚,令和５年度飯塚市営　普通開催　１２／２２～,普通,ナイター
2023/12/25,伊勢崎,令和５年度伊勢崎市営　普通開催　１２／２３～,普通,デイ
2023/12/25,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１２／２２～,普通,ミッドナイト
2023/12/26,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１２／２２～,普通,ミッドナイト
2023/12/27,川口,スーパースターフェスタ,普通,デイ
2023/12/27,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１２／２７～,普通,ミッドナイト
2023/12/28,川口,スーパースターフェスタ,普通,デイ
2023/12/28,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１２／２７～,普通,ミッドナイト
2023/12/29,川口,スーパースターフェスタ,普通,デイ
2023/12/29,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１２／２７～,普通,ミッドナイト
2023/12/30,川口,スーパースターフェスタ,普通,デイ
2023/12/30,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１２／２７～,普通,ミッドナイト
2023/12/31,川口,スーパースターフェスタ,普通,デイ
2023/12/31,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１２／２７～,普通,ミッドナイト
2024/1/1,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１／１～,普通,ミッドナイト
2024/1/1,浜松,令和５年度浜松市営　普通開催　１／１～,普通,デイ
2024/1/2,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１／１～,普通,ミッドナイト
2024/1/2,川口,令和５年度川口市営　普通開催　１／２～,普通,デイ
2024/1/2,浜松,令和５年度浜松市営　普通開催　１／１～,普通,デイ
2024/1/3,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１／１～,普通,ミッドナイト
2024/1/3,川口,令和５年度川口市営　普通開催　１／２～,普通,デイ
2024/1/3,浜松,令和５年度浜松市営　普通開催　１／１～,普通,デイ
2024/1/4,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１／１～,普通,ミッドナイト
2024/1/4,川口,令和５年度川口市営　普通開催　１／２～,普通,デイ
2024/1/4,浜松,令和５年度浜松市営　普通開催　１／１～,普通,デイ
2024/1/5,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１／１～,普通,ミッドナイト
2024/1/5,川口,令和５年度川口市営　普通開催　１／２～,普通,デイ
2024/1/6,伊勢崎,ＧⅠ開場記念シルクカップ,GI,デイ
2024/1/6,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１／６～,普通,ミッドナイト
2024/1/7,伊勢崎,ＧⅠ開場記念シルクカップ,GI,デイ
2024/1/7,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１／６～,普通,ミッドナイト
2024/1/8,伊勢崎,ＧⅠ開場記念シルクカップ,GI,デイ
2024/1/8,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１／６～,普通,ミッドナイト
2024/1/9,伊勢崎,ＧⅠ開場記念シルクカップ,GI,デイ
2024/1/9,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１／６～,普通,ミッドナイト
2024/1/10,伊勢崎,ＧⅠ開場記念シルクカップ,GI,デイ
2024/1/10,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１／１０～,普通,ミッドナイト
2024/1/11,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１／１０～,普通,ミッドナイト
2024/1/12,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１／１０～,普通,ミッドナイト
2024/1/12,川口,令和５年度川口市営　普通開催　１／１２～,普通,デイ
2024/1/13,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１／１０～,普通,ミッドナイト
2024/1/13,川口,令和５年度川口市営　普通開催　１／１２～,普通,デイ
2024/1/13,飯塚,令和５年度飯塚市営　普通開催　１／１３～,普通,ナイター
2024/1/14,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１／１０～,普通,ミッドナイト
2024/1/14,川口,令和５年度川口市営　普通開催　１／１２～,普通,デイ
2024/1/14,飯塚,令和５年度飯塚市営　普通開催　１／１３～,普通,ナイター
2024/1/15,浜松,令和５年度浜松市営　普通開催　１／１５～,普通,デイ
2024/1/15,飯塚,令和５年度飯塚市営　普通開催　１／１３～,普通,ナイター
2024/1/16,浜松,令和５年度浜松市営　普通開催　１／１５～,普通,デイ
2024/1/16,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１／１６～,普通,ミッドナイト
2024/1/17,山陽,令和５年度山陽小野田市営　普通開催　１／１７～,普通,ナイター
2024/1/17,浜松,令和５年度浜松市営　普通開催　１／１５～,普通,デイ
2024/1/17,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１／１６～,普通,ミッドナイト
2024/1/18,山陽,令和５年度山陽小野田市営　普通開催　１／１７～,普通,ナイター
2024/1/18,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１／１６～,普通,ミッドナイト
2024/1/19,山陽,令和５年度山陽小野田市営　普通開催　１／１７～,普通,ナイター
2024/1/20,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１／２０～,普通,ミッドナイト
2024/1/20,浜松,ＧⅠスピード王決定戦,GI,デイ
2024/1/21,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１／２０～,普通,ミッドナイト
2024/1/21,浜松,ＧⅠスピード王決定戦,GI,デイ
2024/1/22,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　１／２０～,普通,ミッドナイト
2024/1/22,浜松,ＧⅠスピード王決定戦,GI,デイ
2024/1/23,浜松,ＧⅠスピード王決定戦,GI,デイ
2024/1/23,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１／２３～,普通,ミッドナイト
2024/1/24,浜松,ＧⅠスピード王決定戦,GI,デイ
2024/1/24,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１／２３～,普通,ミッドナイト
2024/1/25,伊勢崎,令和５年度伊勢崎市営　普通開催　１／２５～,普通,デイ
2024/1/25,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　１／２３～,普通,ミッドナイト
2024/1/26,伊勢崎,令和５年度伊勢崎市営　普通開催　１／２５～,普通,デイ
2024/1/26,山陽,令和５年度山陽小野田市営　普通開催　１／２６～,普通,ナイター
2024/1/27,伊勢崎,令和５年度伊勢崎市営　普通開催　１／２５～,普通,デイ
2024/1/27,山陽,令和５年度山陽小野田市営　普通開催　１／２６～,普通,ナイター
2024/1/28,伊勢崎,令和５年度伊勢崎市営　普通開催　１／２５～,普通,デイ
2024/1/28,山陽,令和５年度山陽小野田市営　普通開催　１／２６～,普通,ナイター
2024/1/29,川口,令和５年度川口市営　川口ナイトレース　１／２９～,普通,ナイター
2024/1/29,飯塚,令和５年度飯塚市営　普通開催　１／２９～,普通,デイ
2024/1/30,川口,令和５年度川口市営　川口ナイトレース　１／２９～,普通,ナイター
2024/1/30,飯塚,令和５年度飯塚市営　普通開催　１／２９～,普通,デイ
2024/1/31,川口,令和５年度川口市営　川口ナイトレース　１／２９～,普通,ナイター
2024/1/31,飯塚,令和５年度飯塚市営　普通開催　１／２９～,普通,デイ
2024/2/1,川口,令和５年度川口市営　川口ナイトレース　１／２９～,普通,ナイター
2024/2/2,伊勢崎,令和５年度伊勢崎市営　普通開催　２／２～,普通,デイ
2024/2/2,山陽,令和５年度山陽小野田市営　普通開催　２／２～,普通,ナイター
2024/2/3,伊勢崎,令和５年度伊勢崎市営　普通開催　２／２～,普通,デイ
2024/2/3,山陽,令和５年度山陽小野田市営　普通開催　２／２～,普通,ナイター
2024/2/4,伊勢崎,令和５年度伊勢崎市営　普通開催　２／２～,普通,デイ
2024/2/4,山陽,令和５年度山陽小野田市営　普通開催　２／２～,普通,ナイター
2024/2/5,川口,令和５年度川口市営　普通開催　２／５～,普通,デイ
2024/2/5,川口2,令和５年度川口市営　川口ナイトレース　２／５～,普通,ナイター
2024/2/6,川口,令和５年度川口市営　普通開催　２／５～,普通,デイ
2024/2/6,川口2,令和５年度川口市営　川口ナイトレース　２／５～,普通,ナイター
2024/2/7,川口,令和５年度川口市営　普通開催　２／５～,普通,デイ
2024/2/7,川口2,令和５年度川口市営　川口ナイトレース　２／５～,普通,ナイター
2024/2/8,山陽,ＧⅡ若獅子杯争奪戦,GII,デイ
2024/2/9,山陽,ＧⅡ若獅子杯争奪戦,GII,デイ
2024/2/10,山陽,ＧⅡ若獅子杯争奪戦,GII,デイ
2024/2/10,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　２／１０～,普通,ミッドナイト
2024/2/11,山陽,ＧⅡ若獅子杯争奪戦,GII,デイ
2024/2/11,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　２／１０～,普通,ミッドナイト
2024/2/12,山陽,ＧⅡ若獅子杯争奪戦,GII,デイ
2024/2/12,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　２／１０～,普通,ミッドナイト
2024/2/13,伊勢崎,令和５年度伊勢崎市営　普通開催　２／１３～,普通,デイ
2024/2/13,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　２／１０～,普通,ミッドナイト
2024/2/14,伊勢崎,令和５年度伊勢崎市営　普通開催　２／１３～,普通,デイ
2024/2/15,伊勢崎,令和５年度伊勢崎市営　普通開催　２／１３～,普通,デイ
2024/2/15,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　２／１５～,普通,ミッドナイト
2024/2/16,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　２／１５～,普通,ミッドナイト
2024/2/16,浜松,令和５年度浜松市営　普通開催　２／１６～,普通,デイ
2024/2/17,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　２／１５～,普通,ミッドナイト
2024/2/17,浜松,令和５年度浜松市営　普通開催　２／１６～,普通,デイ
2024/2/17,飯塚,令和５年度飯塚市営　普通開催　２／１７～,普通,ナイター
2024/2/18,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　２／１５～,普通,ミッドナイト
2024/2/18,浜松,令和５年度浜松市営　普通開催　２／１６～,普通,デイ
2024/2/18,飯塚,令和５年度飯塚市営　普通開催　２／１７～,普通,ナイター
2024/2/19,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　２／１５～,普通,ミッドナイト
2024/2/19,飯塚,令和５年度飯塚市営　普通開催　２／１７～,普通,ナイター
2024/2/20,川口,ＳＧ全日本選抜オートレース,普通,デイ
2024/2/20,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　２／２０～,普通,ミッドナイト
2024/2/21,川口,ＳＧ全日本選抜オートレース,普通,デイ
2024/2/21,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　２／２０～,普通,ミッドナイト
2024/2/22,川口,ＳＧ全日本選抜オートレース,普通,デイ
2024/2/22,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　２／２０～,普通,ミッドナイト
2024/2/23,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　２／２３～,普通,ミッドナイト
2024/2/23,川口,ＳＧ全日本選抜オートレース,普通,デイ
2024/2/24,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　２／２３～,普通,ミッドナイト
2024/2/24,川口,ＳＧ全日本選抜オートレース,普通,デイ
2024/2/25,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　２／２３～,普通,ミッドナイト
2024/2/25,川口,ＳＧ全日本選抜オートレース,普通,デイ
2024/2/26,伊勢崎,令和５年度伊勢崎市営　普通開催　２／２６～,普通,デイ
2024/2/27,伊勢崎,令和５年度伊勢崎市営　普通開催　２／２６～,普通,デイ
2024/2/28,伊勢崎,令和５年度伊勢崎市営　普通開催　２／２６～,普通,デイ
2024/2/28,山陽,ＧⅡミッドナイトチャンピオンカップ,GII,ミッドナイト
2024/2/29,山陽,ＧⅡミッドナイトチャンピオンカップ,GII,ミッドナイト
2024/2/29,川口,令和５年度川口市営　普通開催　２／２９～,普通,デイ
2024/3/1,山陽,ＧⅡミッドナイトチャンピオンカップ,GII,ミッドナイト
2024/3/1,川口,令和５年度川口市営　普通開催　２／２９～,普通,デイ
2024/3/2,山陽,ＧⅡミッドナイトチャンピオンカップ,GII,ミッドナイト
2024/3/2,川口,令和５年度川口市営　普通開催　２／２９～,普通,デイ
2024/3/3,山陽,ＧⅡミッドナイトチャンピオンカップ,GII,ミッドナイト
2024/3/3,浜松,令和５年度浜松市営　普通開催　３／３～,普通,デイ
2024/3/4,浜松,令和５年度浜松市営　普通開催　３／３～,普通,デイ
2024/3/4,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　３／４～,普通,ミッドナイト
2024/3/5,浜松,令和５年度浜松市営　普通開催　３／３～,普通,デイ
2024/3/5,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　３／４～,普通,ミッドナイト
2024/3/6,川口,ＧⅠ開設記念グランプリレース,GI,デイ
2024/3/6,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　３／４～,普通,ミッドナイト
2024/3/7,山陽,令和５年度浜松市営　山陽ミッドナイト　３／７～,普通,ミッドナイト
2024/3/7,川口,ＧⅠ開設記念グランプリレース,GI,デイ
2024/3/8,山陽,令和５年度浜松市営　山陽ミッドナイト　３／７～,普通,ミッドナイト
2024/3/8,川口,ＧⅠ開設記念グランプリレース,GI,デイ
2024/3/9,山陽,令和５年度浜松市営　山陽ミッドナイト　３／７～,普通,ミッドナイト
2024/3/9,川口,ＧⅠ開設記念グランプリレース,GI,デイ
2024/3/10,山陽,令和５年度浜松市営　山陽ミッドナイト　３／７～,普通,ミッドナイト
2024/3/10,川口,ＧⅠ開設記念グランプリレース,GI,デイ
2024/3/11,伊勢崎,令和５年度伊勢崎市営　普通開催　３／１１～,普通,デイ
2024/3/11,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　３／１１～,普通,ミッドナイト
2024/3/12,伊勢崎,令和５年度伊勢崎市営　普通開催　３／１１～,普通,デイ
2024/3/12,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　３／１１～,普通,ミッドナイト
2024/3/13,伊勢崎,令和５年度伊勢崎市営　普通開催　３／１１～,普通,デイ
2024/3/13,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　３／１１～,普通,ミッドナイト
2024/3/14,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　３／１４～,普通,ミッドナイト
2024/3/14,浜松,令和５年度浜松市営　普通開催　３／１４～,普通,デイ
2024/3/15,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　３／１４～,普通,ミッドナイト
2024/3/15,浜松,令和５年度浜松市営　普通開催　３／１４～,普通,デイ
2024/3/16,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　３／１４～,普通,ミッドナイト
2024/3/16,浜松,令和５年度浜松市営　普通開催　３／１４～,普通,デイ
2024/3/17,川口,令和５年度川口市営　普通開催　３／１７～,普通,デイ
2024/3/17,川口2,令和５年度川口市営　ナイトレース　３／１７～,普通,ナイター
2024/3/18,川口,令和５年度川口市営　普通開催　３／１７～,普通,デイ
2024/3/18,川口2,令和５年度川口市営　ナイトレース　３／１７～,普通,ナイター
2024/3/19,川口,令和５年度川口市営　普通開催　３／１７～,普通,デイ
2024/3/19,川口2,令和５年度川口市営　ナイトレース　３／１７～,普通,ナイター
2024/3/20,山陽,特別ＧⅠ共同通信社杯プレミアムカップ,GI,デイ
2024/3/20,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　３／２０～,普通,ミッドナイト
2024/3/21,山陽,特別ＧⅠ共同通信社杯プレミアムカップ,GI,デイ
2024/3/21,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　３／２０～,普通,ミッドナイト
2024/3/22,山陽,特別ＧⅠ共同通信社杯プレミアムカップ,GI,デイ
2024/3/22,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　３／２０～,普通,ミッドナイト
2024/3/23,山陽,特別ＧⅠ共同通信社杯プレミアムカップ,GI,デイ
2024/3/23,飯塚,令和５年度飯塚市営　飯塚ミッドナイト　３／２０～,普通,ミッドナイト
2024/3/24,伊勢崎,令和５年度伊勢崎市営　伊勢崎アフター５　３／２４～,普通,ナイター
2024/3/24,山陽,特別ＧⅠ共同通信社杯プレミアムカップ,GI,デイ
2024/3/25,伊勢崎,令和５年度伊勢崎市営　伊勢崎アフター５　３／２４～,普通,ナイター
2024/3/25,浜松,令和５年度浜松市営　普通開催　３／２５～,普通,デイ
2024/3/26,伊勢崎,令和５年度伊勢崎市営　伊勢崎アフター５　３／２４～,普通,ナイター
2024/3/26,浜松,令和５年度浜松市営　普通開催　３／２５～,普通,デイ
2024/3/27,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　３／２７～,普通,ミッドナイト
2024/3/27,浜松,令和５年度浜松市営　普通開催　３／２５～,普通,デイ
2024/3/28,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　３／２７～,普通,ミッドナイト
2024/3/28,浜松,令和５年度浜松市営　普通開催　３／２５～,普通,デイ
2024/3/29,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　３／２７～,普通,ミッドナイト
2024/3/29,飯塚,令和５年度飯塚市営　普通開催　３／２９～,普通,デイ
2024/3/30,山陽,令和５年度山陽小野田市営　山陽ミッドナイト　３／２７～,普通,ミッドナイト
2024/3/30,飯塚,令和５年度飯塚市営　普通開催　３／２９～,普通,デイ
2024/3/31,飯塚,令和５年度飯塚市営　普通開催　３／２９～,普通,デイ
2024/4/1,山陽,令和６年度山陽小野田市営　山陽ミッドナイト　４／１～,普通,ミッドナイト
2024/4/1,浜松,令和６年度浜松市営　普通開催　４／１～,普通,デイ
2024/4/2,山陽,令和６年度山陽小野田市営　山陽ミッドナイト　４／１～,普通,ミッドナイト
2024/4/2,浜松,令和６年度浜松市営　普通開催　４／１～,普通,デイ
2024/4/3,山陽,令和６年度山陽小野田市営　山陽ミッドナイト　４／１～,普通,ミッドナイト
2024/4/3,浜松,令和６年度浜松市営　普通開催　４／１～,普通,デイ
2024/4/4,伊勢崎,令和６年度伊勢崎市営　普通開催　４／４～,普通,ナイター
2024/4/5,伊勢崎,令和６年度伊勢崎市営　普通開催　４／４～,普通,ナイター
2024/4/5,川口,令和６年度川口市営　普通開催　４／５～,普通,デイ
2024/4/6,伊勢崎,令和６年度伊勢崎市営　普通開催　４／４～,普通,ナイター
2024/4/6,川口,令和６年度川口市営　普通開催　４／５～,普通,デイ
2024/4/7,川口,令和６年度川口市営　普通開催　４／５～,普通,デイ
2024/4/7,飯塚,令和６年度飯塚市営　普通開催　４／７～,普通,ナイター
2024/4/8,川口,令和６年度川口市営　普通開催　４／５～,普通,デイ
2024/4/8,飯塚,令和６年度飯塚市営　普通開催　４／７～,普通,ナイター
2024/4/9,川口,令和６年度川口市営　普通開催　４／５～,普通,デイ
2024/4/9,飯塚,令和６年度飯塚市営　普通開催　４／７～,普通,ナイター
2024/4/10,山陽,ＧⅠ令和グランドチャンピオンカップ,GI,デイ
