date,racetrack,event_name,grade,event_type
2020/1/2,川口,平成３１年度川口市営第１３回第２節,普通,デイ
2020/1/2,浜松,平成３１年度浜松市営第８回第１節,普通,デイ
2020/1/3,川口,平成３１年度川口市営第１３回第２節,普通,デイ
2020/1/3,浜松,平成３１年度浜松市営第８回第１節,普通,デイ
2020/1/4,川口,平成３１年度川口市営第１３回第２節,普通,デイ
2020/1/4,浜松,平成３１年度浜松市営第８回第１節,普通,デイ
2020/1/5,川口,平成３１年度川口市営第１３回第２節,普通,デイ
2020/1/5,浜松,平成３１年度浜松市営第８回第１節,普通,デイ
2020/1/6,飯塚,平成３１年度飯塚市営第７回第１節,普通,デイ
2020/1/7,飯塚,平成３１年度飯塚市営第７回第１節,普通,デイ
2020/1/8,飯塚,平成３１年度飯塚市営第７回第１節,普通,デイ
2020/1/9,伊勢崎,ＧⅠ開場記念シルクカップ,GI,デイ
2020/1/10,伊勢崎,ＧⅠ開場記念シルクカップ,GI,デイ
2020/1/11,伊勢崎,ＧⅠ開場記念シルクカップ,GI,デイ
2020/1/12,伊勢崎,ＧⅠ開場記念シルクカップ,GI,デイ
2020/1/13,伊勢崎,ＧⅠ開場記念シルクカップ,GI,デイ
2020/1/14,飯塚,平成３１年度飯塚市営第７回第２節,普通,デイ
2020/1/15,飯塚,平成３１年度飯塚市営第７回第２節,普通,デイ
2020/1/16,飯塚,平成３１年度飯塚市営第７回第２節,普通,デイ
2020/1/17,浜松,平成３１年度浜松市営第７回第２節,普通,デイ
2020/1/18,山陽,平成３１年度山陽小野田市営第８回第２節,普通,デイ
2020/1/18,浜松,平成３１年度浜松市営第７回第２節,普通,デイ
2020/1/19,山陽,平成３１年度山陽小野田市営第８回第２節,普通,デイ
2020/1/19,浜松,平成３１年度浜松市営第７回第２節,普通,デイ
2020/1/20,伊勢崎,平成３１年度伊勢崎市営第９回第１節,普通,デイ
2020/1/20,山陽,平成３１年度山陽小野田市営第８回第２節,普通,デイ
2020/1/21,伊勢崎,平成３１年度伊勢崎市営第９回第１節,普通,デイ
2020/1/21,山陽,平成３１年度山陽小野田市営第８回第２節,普通,デイ
2020/1/22,伊勢崎,平成３１年度伊勢崎市営第９回第１節,普通,デイ
2020/1/23,伊勢崎,平成３１年度伊勢崎市営第９回第１節,普通,デイ
2020/1/24,山陽,平成３１年度山陽小野田市営第６回第１節,普通,デイ
2020/1/25,山陽,平成３１年度山陽小野田市営第６回第１節,普通,デイ
2020/1/26,山陽,平成３１年度山陽小野田市営第６回第１節,普通,デイ
2020/1/27,浜松,平成３１年度浜松市営第９回第１節,普通,デイ
2020/1/28,浜松,平成３１年度浜松市営第９回第１節,普通,デイ
2020/1/29,浜松,平成３１年度浜松市営第９回第１節,普通,デイ
2020/1/30,飯塚,平成３１年度飯塚市営第８回第１節,普通,デイ
2020/1/31,伊勢崎,平成３１年度伊勢崎市営第１１回第１節,普通,ナイター
2020/1/31,飯塚,平成３１年度飯塚市営第８回第１節,普通,デイ
2020/2/1,伊勢崎,平成３１年度伊勢崎市営第１１回第１節,普通,ナイター
2020/2/1,飯塚,平成３１年度飯塚市営第８回第１節,普通,デイ
2020/2/2,伊勢崎,平成３１年度伊勢崎市営第１１回第１節,普通,ナイター
2020/2/2,飯塚,平成３１年度飯塚市営第８回第１節,普通,デイ
2020/2/3,浜松,平成３１年度浜松市営第８回第２節,普通,デイ
2020/2/4,浜松,平成３１年度浜松市営第８回第２節,普通,デイ
2020/2/5,浜松,平成３１年度浜松市営第８回第２節,普通,デイ
2020/2/6,浜松,平成３１年度浜松市営第８回第２節,普通,デイ
2020/2/7,伊勢崎,平成３１年度伊勢崎市営第１１回第２節,普通,ナイター
2020/2/7,飯塚,ＧⅠ開設記念レース,GI,デイ
2020/2/8,伊勢崎,平成３１年度伊勢崎市営第１１回第２節,普通,ナイター
2020/2/8,飯塚,ＧⅠ開設記念レース,GI,デイ
2020/2/9,伊勢崎,平成３１年度伊勢崎市営第１１回第２節,普通,ナイター
2020/2/9,飯塚,ＧⅠ開設記念レース,GI,デイ
2020/2/10,飯塚,ＧⅠ開設記念レース,GI,デイ
2020/2/11,飯塚,ＧⅠ開設記念レース,GI,デイ
2020/2/13,飯塚,平成３１年度飯塚市営第９回第１節,普通,デイ
2020/2/14,飯塚,平成３１年度飯塚市営第９回第１節,普通,デイ
2020/2/15,飯塚,平成３１年度飯塚市営第９回第１節,普通,デイ
2020/2/16,浜松,平成３１年度浜松市営第９回第２節,普通,デイ
2020/2/16,飯塚,平成３１年度飯塚市営第９回第１節,普通,デイ
2020/2/17,浜松,平成３１年度浜松市営第９回第２節,普通,デイ
2020/2/18,浜松,平成３１年度浜松市営第９回第２節,普通,デイ
2020/2/19,伊勢崎,平成３１年度伊勢崎市営第１０回第１節,普通,デイ
2020/2/20,伊勢崎,平成３１年度伊勢崎市営第１０回第１節,普通,デイ
2020/2/21,伊勢崎,平成３１年度伊勢崎市営第１０回第１節,普通,デイ
2020/2/22,山陽,ＧⅡ若獅子杯争奪戦,GII,デイ
2020/2/23,山陽,ＧⅡ若獅子杯争奪戦,GII,デイ
2020/2/24,伊勢崎,平成３１年度伊勢崎市営第１１回第３節,普通,ナイター
2020/2/24,山陽,ＧⅡ若獅子杯争奪戦,GII,デイ
2020/2/25,伊勢崎,平成３１年度伊勢崎市営第１１回第３節,普通,ナイター
2020/2/25,山陽,ＧⅡ若獅子杯争奪戦,GII,デイ
2020/2/26,伊勢崎,平成３１年度伊勢崎市営第１１回第３節,普通,ナイター
2020/2/26,山陽,ＧⅡ若獅子杯争奪戦,GII,デイ
2020/2/27,浜松,平成３１年度浜松市営第１０回第１節,普通,デイ
2020/2/28,浜松,平成３１年度浜松市営第１０回第１節,普通,デイ
2020/2/29,浜松,平成３１年度浜松市営第１０回第１節,普通,デイ
2020/2/29,飯塚,平成３１年度飯塚市営第９回第２節,普通,デイ
2020/3/1,浜松,平成３１年度浜松市営第１０回第１節,普通,デイ
2020/3/1,飯塚,平成３１年度飯塚市営第９回第２節,普通,デイ
2020/3/2,飯塚,平成３１年度飯塚市営第９回第２節,普通,デイ
2020/3/3,飯塚,平成３１年度飯塚市営第９回第２節,普通,デイ
2020/3/4,伊勢崎,ＧⅡレジェンドカップ,GII,デイ
2020/3/5,伊勢崎,ＧⅡレジェンドカップ,GII,デイ
2020/3/5,山陽,平成３１年度山陽小野田市営第９回第１節,普通,デイ
2020/3/6,伊勢崎,ＧⅡレジェンドカップ,GII,デイ
2020/3/6,山陽,平成３１年度山陽小野田市営第９回第１節,普通,デイ
2020/3/7,伊勢崎,ＧⅡレジェンドカップ,GII,デイ
2020/3/7,山陽,平成３１年度山陽小野田市営第９回第１節,普通,デイ
2020/3/8,伊勢崎,ＧⅡレジェンドカップ,GII,デイ
2020/3/8,山陽,平成３１年度山陽小野田市営第９回第１節,普通,デイ
2020/3/9,浜松,平成３１年度浜松市営第９回第３節,普通,デイ
2020/3/10,浜松,平成３１年度浜松市営第９回第３節,普通,デイ
2020/3/11,浜松,平成３１年度浜松市営第９回第３節,普通,デイ
2020/3/12,飯塚,平成３１年度飯塚市営第１０回第１節,普通,デイ
2020/3/13,飯塚,平成３１年度飯塚市営第１０回第１節,普通,デイ
2020/3/14,飯塚,平成３１年度飯塚市営第１０回第１節,普通,デイ
2020/3/15,伊勢崎,平成３１年度伊勢崎市営第１０回第２節,普通,デイ
2020/3/15,飯塚,平成３１年度飯塚市営第１０回第１節,普通,デイ
2020/3/16,伊勢崎,平成３１年度伊勢崎市営第１０回第２節,普通,デイ
2020/3/17,伊勢崎,平成３１年度伊勢崎市営第１０回第２節,普通,デイ
2020/3/18,飯塚,特別ＧⅠ共同通信社杯プレミアムカップ,GI,デイ
2020/3/19,飯塚,特別ＧⅠ共同通信社杯プレミアムカップ,GI,デイ
2020/3/20,飯塚,特別ＧⅠ共同通信社杯プレミアムカップ,GI,デイ
2020/3/21,飯塚,特別ＧⅠ共同通信社杯プレミアムカップ,GI,デイ
2020/3/22,飯塚,特別ＧⅠ共同通信社杯プレミアムカップ,GI,デイ
2020/3/23,浜松,平成３１年度浜松市営第１０回第２節,普通,デイ
2020/3/24,浜松,平成３１年度浜松市営第１０回第２節,普通,デイ
2020/3/24,飯塚,平成３１年度飯塚市営第１８回第１節,普通,デイ
2020/3/25,浜松,平成３１年度浜松市営第１０回第２節,普通,デイ
2020/3/25,飯塚,平成３１年度飯塚市営第１８回第１節,普通,デイ
2020/3/26,浜松,平成３１年度浜松市営第１０回第２節,普通,デイ
2020/3/26,飯塚,平成３１年度飯塚市営第１８回第１節,普通,デイ
2020/3/27,伊勢崎,平成３１年度伊勢崎市営第１０回第３節,普通,デイ
2020/3/28,伊勢崎,平成３１年度伊勢崎市営第１０回第３節,普通,デイ
2020/3/29,伊勢崎,平成３１年度伊勢崎市営第１０回第３節,普通,デイ
2020/3/29,飯塚,平成３１年度飯塚市営第７回第３節,普通,デイ
2020/3/30,飯塚,平成３１年度飯塚市営第７回第３節,普通,デイ
2020/3/31,飯塚,平成３１年度飯塚市営第７回第３節,普通,デイ
2020/4/2,飯塚,令和２年度飯塚市営第１回第１節,普通,デイ
2020/4/3,飯塚,令和２年度飯塚市営第１回第１節,普通,デイ
2020/4/4,飯塚,令和２年度飯塚市営第１回第１節,普通,デイ
2020/4/5,飯塚,令和２年度飯塚市営第１回第１節,普通,デイ
2020/4/6,浜松,令和２年度浜松市営第１回第１節,普通,デイ
2020/4/6,飯塚,令和２年度飯塚市営第１１回第１節,普通,デイ
2020/4/7,浜松,令和２年度浜松市営第１回第１節,普通,デイ
2020/4/7,飯塚,令和２年度飯塚市営第１１回第１節,普通,デイ
2020/4/8,浜松,令和２年度浜松市営第１回第１節,普通,デイ
2020/4/8,飯塚,令和２年度飯塚市営第１１回第１節,普通,デイ
2020/4/9,伊勢崎,令和２年度伊勢崎市営第１回第１節,普通,ナイター
2020/4/10,伊勢崎,令和２年度伊勢崎市営第１回第１節,普通,ナイター
2020/4/11,伊勢崎,令和２年度伊勢崎市営第１回第１節,普通,ナイター
2020/4/11,山陽,令和２年度山陽小野田市営第１回第１節,普通,デイ
2020/4/12,伊勢崎,令和２年度伊勢崎市営第１回第１節,普通,ナイター
2020/4/12,山陽,令和２年度山陽小野田市営第１回第１節,普通,デイ
2020/4/13,山陽,令和２年度山陽小野田市営第１回第１節,普通,デイ
2020/4/15,飯塚,令和２年度飯塚市営第２回第１節,普通,デイ
2020/4/16,伊勢崎,令和２年度伊勢崎市営第１回第２節,普通,ナイター
2020/4/16,飯塚,令和２年度飯塚市営第２回第１節,普通,デイ
2020/4/17,伊勢崎,令和２年度伊勢崎市営第１回第２節,普通,ナイター
2020/4/17,飯塚,令和２年度飯塚市営第２回第１節,普通,デイ
2020/4/18,伊勢崎,令和２年度伊勢崎市営第１回第２節,普通,ナイター
2020/4/18,浜松,令和２年度浜松市営第２回第１節,普通,デイ
2020/4/19,伊勢崎,令和２年度伊勢崎市営第１回第２節,普通,ナイター
2020/4/19,浜松,令和２年度浜松市営第２回第１節,普通,デイ
2020/4/20,山陽,令和２年度山陽小野田市営第７回第１節,普通,デイ
2020/4/20,浜松,令和２年度浜松市営第２回第１節,普通,デイ
2020/4/21,山陽,令和２年度山陽小野田市営第７回第１節,普通,デイ
2020/4/21,浜松,令和２年度浜松市営第２回第１節,普通,デイ
2020/4/22,山陽,令和２年度山陽小野田市営第７回第１節,普通,デイ
2020/4/22,川口,令和２年度川口市営第１回第１節,普通,デイ
2020/4/23,川口,令和２年度川口市営第１回第１節,普通,デイ
2020/4/24,川口,令和２年度川口市営第１回第１節,普通,デイ
2020/4/25,飯塚,ＳＧオールスター・オートレース,普通,ナイター
2020/4/26,飯塚,ＳＧオールスター・オートレース,普通,ナイター
2020/4/27,飯塚,ＳＧオールスター・オートレース,普通,ナイター
2020/4/28,飯塚,ＳＧオールスター・オートレース,普通,ナイター
2020/4/29,飯塚,ＳＧオールスター・オートレース,普通,ナイター
2020/4/30,浜松,令和２年度浜松市営第１回第２節,普通,デイ
2020/5/1,浜松,令和２年度浜松市営第１回第２節,普通,デイ
2020/5/2,浜松,令和２年度浜松市営第１回第２節,普通,デイ
2020/5/3,伊勢崎,令和２年度伊勢崎市営第２回第１節,普通,ナイター
2020/5/3,川口,令和２年度川口市営第２回第１節,普通,デイ
2020/5/4,伊勢崎,令和２年度伊勢崎市営第２回第１節,普通,ナイター
2020/5/4,川口,令和２年度川口市営第２回第１節,普通,デイ
2020/5/5,伊勢崎,令和２年度伊勢崎市営第２回第１節,普通,ナイター
2020/5/5,川口,令和２年度川口市営第２回第１節,普通,デイ
2020/5/6,伊勢崎,令和２年度伊勢崎市営第２回第１節,普通,ナイター
2020/5/6,川口,令和２年度川口市営第２回第１節,普通,デイ
2020/5/7,飯塚,令和２年度飯塚市営第２回第２節,普通,ナイター
2020/5/8,飯塚,令和２年度飯塚市営第２回第２節,普通,ナイター
2020/5/9,川口,令和２年度川口市営第２回第２節,普通,デイ
2020/5/9,飯塚,令和２年度飯塚市営第２回第２節,普通,ナイター
2020/5/10,川口,令和２年度川口市営第２回第２節,普通,デイ
2020/5/10,飯塚,令和２年度飯塚市営第１１回第２節,普通,デイ
2020/5/11,川口,令和２年度川口市営第２回第２節,普通,デイ
2020/5/11,飯塚,令和２年度飯塚市営第１１回第２節,普通,デイ
2020/5/12,川口,令和２年度川口市営第２回第２節,普通,デイ
2020/5/12,飯塚,令和２年度飯塚市営第１１回第２節,普通,デイ
2020/5/13,伊勢崎,ＧⅡ稲妻賞,GII,ナイター
2020/5/14,伊勢崎,ＧⅡ稲妻賞,GII,ナイター
2020/5/15,伊勢崎,ＧⅡ稲妻賞,GII,ナイター
2020/5/16,伊勢崎,ＧⅡ稲妻賞,GII,ナイター
2020/5/17,伊勢崎,ＧⅡ稲妻賞,GII,ナイター
2020/5/18,飯塚,令和２年度飯塚市営第２回第３節,普通,デイ
2020/5/19,飯塚,令和２年度飯塚市営第２回第３節,普通,デイ
2020/5/20,飯塚,令和２年度飯塚市営第２回第３節,普通,デイ
2020/5/21,伊勢崎,令和２年度伊勢崎市営第３回第１節,普通,ナイター
2020/5/21,浜松,令和２年度浜松市営第１回第３節,普通,デイ
2020/5/22,伊勢崎,令和２年度伊勢崎市営第３回第１節,普通,ナイター
2020/5/22,浜松,令和２年度浜松市営第１回第３節,普通,デイ
2020/5/23,伊勢崎,令和２年度伊勢崎市営第３回第１節,普通,ナイター
2020/5/23,浜松,令和２年度浜松市営第１回第３節,普通,デイ
2020/5/24,伊勢崎,令和２年度伊勢崎市営第３回第１節,普通,ナイター
2020/5/24,飯塚,令和２年度飯塚市営第３回第１節,普通,デイ
2020/5/25,飯塚,令和２年度飯塚市営第３回第１節,普通,デイ
2020/5/26,飯塚,令和２年度飯塚市営第３回第１節,普通,デイ
2020/5/27,浜松,ＧⅠ開場記念ゴールデンレース,GI,デイ
2020/5/27,飯塚,令和２年度飯塚市営第１５回第１節,普通,デイ
2020/5/28,浜松,ＧⅠ開場記念ゴールデンレース,GI,デイ
2020/5/28,飯塚,令和２年度飯塚市営第１５回第１節,普通,デイ
2020/5/29,浜松,ＧⅠ開場記念ゴールデンレース,GI,デイ
2020/5/29,飯塚,令和２年度飯塚市営第１５回第１節,普通,デイ
2020/5/30,浜松,ＧⅠ開場記念ゴールデンレース,GI,デイ
2020/5/30,飯塚,令和２年度飯塚市営第１５回第１節,普通,デイ
2020/5/31,浜松,ＧⅠ開場記念ゴールデンレース,GI,デイ
2020/6/1,山陽,令和２年度山陽小野田市営第７回第２節,普通,デイ
2020/6/1,川口,令和２年度川口市営第３回第１節,普通,デイ
2020/6/2,山陽,令和２年度山陽小野田市営第７回第２節,普通,デイ
2020/6/2,川口,令和２年度川口市営第３回第１節,普通,デイ
2020/6/3,山陽,令和２年度山陽小野田市営第７回第２節,普通,デイ
2020/6/3,川口,令和２年度川口市営第３回第１節,普通,デイ
2020/6/4,川口,令和２年度川口市営第３回第１節,普通,デイ
2020/6/5,浜松,令和２年度浜松市営第３回第１節,普通,デイ
2020/6/6,浜松,令和２年度浜松市営第３回第１節,普通,デイ
2020/6/6,飯塚,令和２年度飯塚市営第１２回第１節,普通,デイ
2020/6/7,浜松,令和２年度浜松市営第３回第１節,普通,デイ
2020/6/7,飯塚,令和２年度飯塚市営第１２回第１節,普通,デイ
2020/6/8,浜松,令和２年度浜松市営第３回第１節,普通,デイ
2020/6/8,飯塚,令和２年度飯塚市営第１２回第１節,普通,デイ
2020/6/9,川口,令和２年度川口市営第３回第２節,普通,デイ
2020/6/9,飯塚,令和２年度飯塚市営第１２回第１節,普通,デイ
2020/6/10,川口,令和２年度川口市営第３回第２節,普通,デイ
2020/6/10,飯塚,令和２年度飯塚市営第１２回第１節,普通,デイ
2020/6/11,川口,令和２年度川口市営第３回第２節,普通,デイ
2020/6/12,川口,令和２年度川口市営第３回第２節,普通,デイ
2020/6/13,山陽,ＧⅠ令和グランドチャンピオンカップ,GI,デイ
2020/6/14,山陽,ＧⅠ令和グランドチャンピオンカップ,GI,デイ
2020/6/15,山陽,ＧⅠ令和グランドチャンピオンカップ,GI,デイ
2020/6/16,山陽,ＧⅠ令和グランドチャンピオンカップ,GI,デイ
2020/6/17,山陽,ＧⅠ令和グランドチャンピオンカップ,GI,デイ
2020/6/18,伊勢崎,令和２年度伊勢崎市営第４回第１節,普通,ナイター
2020/6/18,川口,令和２年度川口市営第４回第１節,普通,デイ
2020/6/19,伊勢崎,令和２年度伊勢崎市営第４回第１節,普通,ナイター
2020/6/19,川口,令和２年度川口市営第４回第１節,普通,デイ
2020/6/20,伊勢崎,令和２年度伊勢崎市営第４回第１節,普通,ナイター
2020/6/20,川口,令和２年度川口市営第４回第１節,普通,デイ
2020/6/21,川口,令和２年度川口市営第４回第１節,普通,デイ
2020/6/21,飯塚,令和２年度飯塚市営第４回第１節,普通,ナイター
2020/6/22,飯塚,令和２年度飯塚市営第４回第１節,普通,ナイター
2020/6/23,飯塚,令和２年度飯塚市営第４回第１節,普通,ナイター
2020/6/24,川口,ＧⅡ川口記念,GII,ナイター
2020/6/25,川口,ＧⅡ川口記念,GII,ナイター
2020/6/26,川口,ＧⅡ川口記念,GII,ナイター
2020/6/27,川口,ＧⅡ川口記念,GII,ナイター
2020/6/28,川口,ＧⅡ川口記念,GII,ナイター
2020/6/29,伊勢崎,令和２年度伊勢崎市営第４回第２節,普通,ナイター
2020/6/30,伊勢崎,令和２年度伊勢崎市営第４回第２節,普通,ナイター
2020/7/1,伊勢崎,令和２年度伊勢崎市営第４回第２節,普通,ナイター
2020/7/1,飯塚,令和２年度飯塚市営第３回第２節,普通,デイ
2020/7/2,飯塚,令和２年度飯塚市営第３回第２節,普通,デイ
2020/7/3,飯塚,令和２年度飯塚市営第３回第２節,普通,デイ
2020/7/4,伊勢崎,令和２年度伊勢崎市営第５回第１節,普通,ナイター
2020/7/4,飯塚,令和２年度飯塚市営第３回第２節,普通,デイ
2020/7/5,伊勢崎,令和２年度伊勢崎市営第５回第１節,普通,ナイター
2020/7/5,飯塚,令和２年度飯塚市営第３回第２節,普通,デイ
2020/7/6,伊勢崎,令和２年度伊勢崎市営第５回第１節,普通,ナイター
2020/7/7,伊勢崎,令和２年度伊勢崎市営第５回第１節,普通,ナイター
2020/7/8,山陽,ＧⅡ小林啓二杯,GII,デイ
2020/7/9,山陽,ＧⅡ小林啓二杯,GII,デイ
2020/7/10,山陽,ＧⅡ小林啓二杯,GII,デイ
2020/7/11,山陽,ＧⅡ小林啓二杯,GII,デイ
2020/7/12,山陽,ＧⅡ小林啓二杯,GII,デイ
2020/7/14,飯塚,令和２年度飯塚市営第４回第２節,普通,ナイター
2020/7/15,飯塚,令和２年度飯塚市営第４回第２節,普通,ナイター
2020/7/16,飯塚,令和２年度飯塚市営第４回第２節,普通,ナイター
2020/7/17,浜松,令和２年度浜松市営第４回第１節,普通,デイ
2020/7/17,飯塚,令和２年度飯塚市営第４回第２節,普通,ナイター
2020/7/18,浜松,令和２年度浜松市営第４回第１節,普通,デイ
2020/7/18,飯塚,令和２年度飯塚市営第４回第２節,普通,ナイター
2020/7/19,川口,令和２年度川口市営第５回第１節,普通,ナイター
2020/7/19,浜松,令和２年度浜松市営第４回第１節,普通,デイ
2020/7/20,川口,令和２年度川口市営第５回第１節,普通,ナイター
2020/7/21,川口,令和２年度川口市営第５回第１節,普通,ナイター
2020/7/22,飯塚,ＧⅠダイヤモンドレース,GI,ナイター
2020/7/23,飯塚,ＧⅠダイヤモンドレース,GI,ナイター
2020/7/24,飯塚,ＧⅠダイヤモンドレース,GI,ナイター
2020/7/25,飯塚,ＧⅠダイヤモンドレース,GI,ナイター
2020/7/26,飯塚,ＧⅠダイヤモンドレース,GI,ナイター
2020/7/27,浜松,令和２年度浜松市営第３回第２節,普通,デイ
2020/7/28,浜松,令和２年度浜松市営第３回第２節,普通,デイ
2020/7/28,飯塚,令和２年度飯塚市営第１１回第３節,普通,デイ
2020/7/29,浜松,令和２年度浜松市営第３回第２節,普通,デイ
2020/7/29,飯塚,令和２年度飯塚市営第１１回第３節,普通,デイ
2020/7/30,浜松,令和２年度浜松市営第３回第２節,普通,デイ
2020/7/30,飯塚,令和２年度飯塚市営第１１回第３節,普通,デイ
2020/7/31,伊勢崎,令和２年度伊勢崎市営第４回第３節,普通,ナイター
2020/8/1,伊勢崎,令和２年度伊勢崎市営第４回第３節,普通,ナイター
2020/8/2,伊勢崎,令和２年度伊勢崎市営第４回第３節,普通,ナイター
2020/8/2,山陽,令和２年度山陽小野田市営第２回第２節,普通,デイ
2020/8/3,山陽,令和２年度山陽小野田市営第２回第２節,普通,デイ
2020/8/4,山陽,令和２年度山陽小野田市営第２回第２節,普通,デイ
2020/8/5,山陽,令和２年度山陽小野田市営第２回第２節,普通,デイ
2020/8/6,川口,令和２年度川口市営第４回第２節,普通,ナイター
2020/8/7,川口,令和２年度川口市営第４回第２節,普通,ナイター
2020/8/8,川口,令和２年度川口市営第４回第２節,普通,ナイター
2020/8/8,浜松,令和２年度浜松市営第４回第２節,普通,デイ
2020/8/9,川口,令和２年度川口市営第４回第２節,普通,ナイター
2020/8/9,浜松,令和２年度浜松市営第４回第２節,普通,デイ
2020/8/10,浜松,令和２年度浜松市営第４回第２節,普通,デイ
2020/8/11,伊勢崎,ＳＧオートレースグランプリ,普通,ナイター
2020/8/12,伊勢崎,ＳＧオートレースグランプリ,普通,ナイター
2020/8/13,伊勢崎,ＳＧオートレースグランプリ,普通,ナイター
2020/8/14,伊勢崎,ＳＧオートレースグランプリ,普通,ナイター
2020/8/15,伊勢崎,ＳＧオートレースグランプリ,普通,ナイター
2020/8/16,山陽,令和２年度山陽小野田市営第３回第１節,普通,デイ
2020/8/16,川口,令和２年度川口市営第６回第１節,普通,ナイター
2020/8/17,山陽,令和２年度山陽小野田市営第３回第１節,普通,デイ
2020/8/17,川口,令和２年度川口市営第６回第１節,普通,ナイター
2020/8/18,山陽,令和２年度山陽小野田市営第３回第１節,普通,デイ
2020/8/18,川口,令和２年度川口市営第６回第１節,普通,ナイター
2020/8/19,山陽,令和２年度山陽小野田市営第３回第１節,普通,デイ
2020/8/19,川口,令和２年度川口市営第６回第１節,普通,ナイター
2020/8/20,山陽,令和２年度山陽小野田市営第７回第３節,普通,デイ
2020/8/20,浜松,令和２年度浜松市営第４回第３節,普通,デイ
2020/8/21,山陽,令和２年度山陽小野田市営第７回第３節,普通,デイ
2020/8/21,浜松,令和２年度浜松市営第４回第３節,普通,デイ
2020/8/22,山陽,令和２年度山陽小野田市営第７回第３節,普通,デイ
2020/8/22,浜松,令和２年度浜松市営第４回第３節,普通,デイ
2020/8/23,伊勢崎,令和２年度伊勢崎市営第６回第１節,普通,ナイター
2020/8/24,伊勢崎,令和２年度伊勢崎市営第６回第１節,普通,ナイター
2020/8/25,伊勢崎,令和２年度伊勢崎市営第６回第１節,普通,ナイター
2020/8/26,川口,ＧⅠキューポラ杯,GI,ナイター
2020/8/27,川口,ＧⅠキューポラ杯,GI,ナイター
2020/8/28,川口,ＧⅠキューポラ杯,GI,ナイター
2020/8/29,川口,ＧⅠキューポラ杯,GI,ナイター
2020/8/30,川口,ＧⅠキューポラ杯,GI,ナイター
2020/8/31,山陽,令和２年度山陽小野田市営第８回第１節,普通,デイ
2020/8/31,浜松,令和２年度浜松市営第５回第１節,普通,デイ
2020/9/1,山陽,令和２年度山陽小野田市営第８回第１節,普通,デイ
2020/9/1,浜松,令和２年度浜松市営第５回第１節,普通,デイ
2020/9/2,山陽,令和２年度山陽小野田市営第８回第１節,普通,デイ
2020/9/2,浜松,令和２年度浜松市営第５回第１節,普通,デイ
2020/9/3,伊勢崎,令和２年度伊勢崎市営第６回第２節,普通,ナイター
2020/9/4,伊勢崎,令和２年度伊勢崎市営第６回第２節,普通,ナイター
2020/9/5,伊勢崎,令和２年度伊勢崎市営第６回第２節,普通,ナイター
2020/9/5,川口,令和２年度川口市営第７回第１節,普通,デイ
2020/9/6,山陽,令和２年度山陽小野田市営第８回第２節,普通,デイ
2020/9/6,川口,令和２年度川口市営第７回第１節,普通,デイ
2020/9/7,山陽,令和２年度山陽小野田市営第８回第２節,普通,デイ
2020/9/7,川口,令和２年度川口市営第７回第１節,普通,デイ
2020/9/8,山陽,令和２年度山陽小野田市営第８回第２節,普通,デイ
2020/9/8,川口,令和２年度川口市営第７回第１節,普通,デイ
2020/9/9,伊勢崎,ＧⅠムーンライトチャンピオンカップ,GI,ナイター
2020/9/10,伊勢崎,ＧⅠムーンライトチャンピオンカップ,GI,ナイター
2020/9/11,伊勢崎,ＧⅠムーンライトチャンピオンカップ,GI,ナイター
2020/9/12,伊勢崎,ＧⅠムーンライトチャンピオンカップ,GI,ナイター
2020/9/13,伊勢崎,ＧⅠムーンライトチャンピオンカップ,GI,ナイター
2020/9/14,山陽,令和２年度山陽小野田市営第８回第３節,普通,デイ
2020/9/14,浜松,令和２年度浜松市営第６回第１節,普通,デイ
2020/9/15,山陽,令和２年度山陽小野田市営第８回第３節,普通,デイ
2020/9/15,浜松,令和２年度浜松市営第６回第１節,普通,デイ
2020/9/16,山陽,令和２年度山陽小野田市営第８回第３節,普通,デイ
2020/9/16,浜松,令和２年度浜松市営第６回第１節,普通,デイ
2020/9/17,伊勢崎,令和２年度伊勢崎市営第１１回第１節,普通,ナイター
2020/9/17,浜松,令和２年度浜松市営第６回第１節,普通,デイ
2020/9/18,伊勢崎,令和２年度伊勢崎市営第１１回第１節,普通,ナイター
2020/9/19,伊勢崎,令和２年度伊勢崎市営第１１回第１節,普通,ナイター
2020/9/19,山陽,特別ＧⅠ共同通信社杯プレミアムカップ,GI,デイ
2020/9/20,山陽,特別ＧⅠ共同通信社杯プレミアムカップ,GI,デイ
2020/9/21,山陽,特別ＧⅠ共同通信社杯プレミアムカップ,GI,デイ
2020/9/22,山陽,特別ＧⅠ共同通信社杯プレミアムカップ,GI,デイ
2020/9/23,山陽,特別ＧⅠ共同通信社杯プレミアムカップ,GI,デイ
2020/9/24,伊勢崎,令和２年度伊勢崎市営第６回第３節,普通,ナイター
2020/9/25,伊勢崎,令和２年度伊勢崎市営第６回第３節,普通,ナイター
2020/9/26,伊勢崎,令和２年度伊勢崎市営第６回第３節,普通,ナイター
2020/9/26,山陽,令和２年度山陽小野田市営第４回第１節,普通,デイ
2020/9/27,山陽,令和２年度山陽小野田市営第４回第１節,普通,デイ
2020/9/27,川口,令和２年度川口市営第８回第１節,普通,ナイター
2020/9/28,山陽,令和２年度山陽小野田市営第４回第１節,普通,デイ
2020/9/28,川口,令和２年度川口市営第８回第１節,普通,ナイター
2020/9/29,川口,令和２年度川口市営第８回第１節,普通,ナイター
2020/9/30,山陽,令和２年度山陽小野田市営第９回第１節,普通,デイ
